ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,0.25,2,1,0.5000000000019312,0.5000000000006102,6,130,0
3,0.25,2,2,2.810751631443509e-12,0,22,392,0
3,0.25,2,3,8.877010237995364e-12,0,21,435,0
3,0.25,2,4,8.236078485879261e-12,0,18,320,0
