ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,1.0,8,1,0.6023261976700861,0.6023261976694996,9,130,0
3,1.0,8,2,0.10232619767330653,0.10232619766950024,29,434,0
3,1.0,8,3,0.03716192599475232,0.03716192597865404,29,495,0
3,1.0,8,4,0.0045797901571362765,0.004579790133230978,35,608,0
