ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
4,1.0,9,1,0.5851707597579818,0.5851707597012011,34,812,1
4,1.0,9,2,0.14684655549018122,0.14684655422779236,118,2700,0
4,1.0,9,3,0.04317904325229782,0.043179043246738304,96,2289,1
4,1.0,9,4,0.004590787886600389,0.00459078725181516,74,1738,0
