ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,0.25,2,1,0.5000000002423177,0.500000000001801,7,104,0
3,1.0,6,1,0.5025563412804128,0.5025563412728224,8,156,0
3,0.25,2,2,1.965760887401302e-12,0,22,378,0
3,1.0,6,2,0.002556341274192686,0.0025563412728238817,21,336,0
3,0.25,2,3,1.1569190050408906e-11,0,22,405,0
3,0.25,2,4,2.0641932607645685e-11,0,23,384,0
3,1.0,6,3,0.0011446513552227922,0.001144651333186023,60,1020,0
3,1.0,6,4,0.00043880733582402076,0.00043880636336709165,61,1136,0
