ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
4,0.25,2,1,0.09425990649871352,0.09425990649799151,13,323,0
4,0.25,2,2,7.658253931008829e-07,6.938375198732186e-07,38,840,0
4,0.25,2,3,5.43581754053335e-07,4.164380520753338e-08,46,1092,0
4,0.25,2,4,5.102450091332145e-07,0,46,1232,0
