ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,0.25,2,1,0.5000000034444932,0.5000000034441883,6,91,0
3,0.25,2,2,3.450491448120374e-09,0,19,336,0
3,0.25,2,3,1.3097049000876382e-09,0,21,360,0
3,0.25,2,4,1.2307307395431621e-09,0,17,320,0
