ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,0.25,1,1,5.656382029428642e-10,0,4,67,1
2,0.25,1,2,2.4135093923405293e-10,0,6,35,0
2,0.25,1,3,3.371558587872414e-10,0,9,102,0
2,0.25,1,4,1.4390488800586354e-10,0,9,70,0
