ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
5,0.25,6,1,0.5313136925896667,0.5313136925726221,26,1110,0
5,0.25,6,2,0.03131369299218345,0.031313692572622155,67,2888,0
5,0.25,6,3,0.010871605997395006,0.010871601969792545,101,4134,0
5,0.25,6,4,0.0006505579613811374,0.0006505566683777746,101,4480,0
