ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
7,1.0,12,1,0.6900329806252392,0.6900329780978571,74,6643,0
7,1.0,12,2,0.1900329809860677,0.19003297809785785,434,38722,1
7,1.0,12,3,0.08748700872777171,0.08748699696349382,285,22200,0
7,1.0,12,4,0.03621472132803538,0.036214006396312025,210,17252,0
