ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,0.25,2,1,0.5000000864083511,0.5000000864060423,6,104,0
3,0.25,2,2,8.657388161914525e-08,8.640604266210625e-08,17,280,0
3,0.25,2,3,3.8698409254855903e-08,3.85216226944131e-08,21,495,0
3,0.25,2,4,2.4894850625400977e-08,1.457941271056625e-08,19,384,0
