ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
4,1.0,12,1,0.6882990623932578,0.688299062367919,39,952,1
4,1.0,12,2,0.21720080067110065,0.21720075761344013,105,2420,0
4,1.0,12,3,0.06878561644782527,0.06878561622767995,86,2091,1
4,1.0,12,4,0.005638520556941751,0.0056385202840842615,74,1650,0
