ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
4,1.0,7,1,0.23590954622604565,0.2359095460550716,31,870,1
4,1.0,7,2,0.014376171691986461,0.014376170199641608,27,720,0
4,1.0,7,3,0.004693169510232353,0.0046931689573689594,54,1545,1
4,1.0,7,4,0.002603814089893297,0.0020868301276760694,173,5077,5
