ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
5,0.25,4,1,0.5027892218362126,0.5027892217330033,28,1332,0
5,0.25,4,2,0.00278922242182289,0.0027892217330046888,54,2128,0
5,0.25,4,3,0.002313525751619472,0.0009303694343857703,75,3582,5
5,0.25,4,4,9.434399703689422e-07,9.432850763154102e-07,222,11344,1
