ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
6,1.0,12,1,0.7186147352354599,0.7186147337731847,157,7774,0
6,1.0,12,2,0.23950867626858513,0.23950867320285396,167,8131,0
6,1.0,12,3,0.17677336439908253,0.08488933432677459,107,5376,5
6,1.0,12,4,0.016152369946645817,0.016152304617252925,301,17997,1
