ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
5,1.0,12,1,0.6646084709525748,0.6646084685579087,37,1554,0
5,1.0,12,2,0.16460846895351045,0.16460846855790906,83,3344,0
5,1.0,12,3,0.07054371880269616,0.07054370972057408,139,5772,0
5,1.0,12,4,0.02351133031888758,0.023511330301906625,119,4960,0
