ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
5,0,-1,17,1,0.30621100096364773,0.30621100071139845,92,42394,0
5,0,-1,18,1,0.326226602476855,0.326226602183941,145,66297,0
5,1,-1,18,1,0.3193120823462503,0.31931208208992257,145,65846,0
5,1,-1,18,1,0.3171222499175844,0.31712224972955916,142,64493,0
5,2,-1,17,1,0.30723126640157356,0.3072312661476962,112,51865,0
5,2,-1,17,1,0.31580203534569096,0.3158020350313871,103,47355,0
5,3,-1,18,1,0.3314525318662463,0.3314525314421574,128,58179,0
5,3,-1,18,1,0.3160565085525161,0.3160565082764023,101,46453,0
5,4,-1,18,1,0.31591227711381936,0.31591227697278823,100,45551,0
