ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
7,13,5.0,32,1,0.4679848359635337,0.4679848311881178,758,54028,0
7,13,5.0,32,5,0.0135509427195716,0.013052318628013818,1448,159811,3
7,14,5.0,36,1,0.4541093843304066,0.4541093810393792,524,35008,0
7,14,5.0,36,6,0.03534466828380602,0.0019129348139654977,1019,155598,3
7,15,5.0,32,1,0.45032571611894656,0.45032571602777505,844,60224,0
7,15,5.0,32,5,0.013778527312864018,0.010405568718229256,738,78000,3
7,16,5.0,32,1,0.4724854667750617,0.47248545673646775,745,58709,3
7,16,5.0,32,5,0.018038224679626378,0.014214892254025412,689,74900,3
7,17,5.0,30,1,0.45025818260420486,0.4502581824871478,643,45440,0
7,17,5.0,30,5,0.0113146933196972,0.009878618444202295,2121,234800,3
7,18,5.0,40,1,0.463160769264326,0.4631606521944962,368,25664,3
7,18,5.0,40,6,0.03593306562585632,0.0017650128743804984,458,55263,3
7,19,5.0,32,1,0.44902348251338453,0.4490234825098742,329,27148,0
7,19,5.0,32,5,0.010193680869970523,0.009198424386158807,626,65300,3
7,20,5.0,32,1,0.46468668248758377,0.46468660081315977,730,54540,3
7,20,5.0,32,5,0.013283754183941475,0.011418336267520552,1550,170100,3
7,21,5.0,38,1,0.46787594370185526,0.4678743362673227,568,43404,3
7,21,5.0,38,6,0.013944335434509542,0.0022319428515801733,551,62239,3
7,22,5.0,34,1,0.44716361090878826,0.4471636105347355,658,50048,0
7,22,5.0,34,6,0.011470633581388084,0.0016518875229176574,1059,123279,3
7,23,5.0,32,1,0.4719098694789657,0.47190935939344925,1423,133883,3
7,23,5.0,32,5,0.01578171841510715,0.014610250703934508,944,100200,3
7,24,5.0,34,1,0.45797422138148347,0.4579742191739249,1363,103299,0
7,24,5.0,34,6,0.01355901128875478,0.0021439172393866767,742,84148,3
