ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
6,0,-1,4,2,0.04607212747603251,0.04607200572135033,73,3901,2
6,0,-1,4,4,0.0003725390510888049,0.00037253825581899197,308,16170,0
6,1,-1,12,2,0.1612720555151691,0.1612720536037602,237,13749,0
6,1,-1,12,16,0.0005646541197512067,0.0001177990097838651,338,23114,2
6,2,-1,6,2,0.10617533656414535,0.1061753338469433,107,5499,0
6,2,-1,6,8,3.5481564422679135e-05,3.5481274523487345e-05,313,20232,0
6,3,-1,5,2,0.007146840878751171,0.007146839977564217,111,6204,0
6,3,-1,5,8,0.00024303906005207487,1.0796078110423616e-05,756,45921,2
6,4,-1,7,2,0.07667344558271416,0.07667344552539856,88,4371,0
6,4,-1,7,8,0.0006705863926355082,0.00020567947186887325,358,19769,2
6,5,-1,6,2,0.07194028466944336,0.07194028278140527,172,8695,0
6,5,-1,6,8,7.602386460958677e-05,5.519086197255721e-06,483,27242,2
6,6,-1,4,2,0.04340485699580254,0.04340485686752417,127,7332,0
6,6,-1,4,4,0.00016716778837821966,0.00016716753829289362,246,13132,0
6,7,-1,4,2,0.0017196379833138709,0.0017196341152529377,161,8601,0
6,7,-1,4,4,0.00019552259528432536,0.00019066264984454826,651,37040,2
6,8,-1,4,2,0.19155578660652406,0.11472234968992973,143,7975,2
6,8,-1,4,4,0.00014419060479031742,0.0001440251575542156,270,15761,2
6,9,-1,8,2,0.049255129787315166,0.04925512186979804,100,5452,0
6,9,-1,8,8,0.003293390997672563,0.00018605875994259715,124,6996,2
6,10,-1,8,2,0.21000460493233053,0.21000460487531605,202,11947,0
6,10,-1,8,8,0.00022305422036528189,0.0002160003349302562,344,21899,2
6,11,-1,9,2,0.08304886120931565,0.08304703956741383,273,17289,2
6,11,-1,9,16,7.747182972916988e-08,7.546483546242359e-08,724,53003,1
6,12,-1,12,2,0.11854818375632081,0.1185481795852687,119,6063,0
6,12,-1,12,16,0.0003562949325460196,5.4024631508532584e-05,415,27310,2
6,13,-1,4,2,0.01888621446958827,0.011212340150542642,297,15698,2
6,13,-1,4,4,0.0019228455696000957,0.00013447104957538692,769,40858,2
6,14,-1,8,2,0.16904606738840355,0.16904605875378506,269,15302,0
6,14,-1,8,8,0.0005841531907718744,0.000584137553669866,381,21359,2
6,15,-1,9,2,0.11968928362617448,0.11968924744280872,248,14968,2
6,15,-1,9,16,2.7140602617548026e-05,1.0562365566568104e-05,138,8540,2
6,16,-1,4,2,0.0477183568258156,0.04771835580660515,137,7426,0
6,16,-1,4,4,0.0004272048749207613,0.00042720400071527683,257,13328,0
6,17,-1,5,2,0.10505771236524164,0.10505771164165077,163,8272,0
6,17,-1,5,8,0.00012413047227999296,8.42788005115171e-05,328,18020,2
6,18,-1,10,2,0.09912478525022528,0.09912472471875439,169,10083,2
6,18,-1,10,16,0.0005156174005936931,1.4874816449337566e-05,232,14640,2
6,19,-1,14,2,0.22263318837686918,0.22263318034322827,163,7990,0
6,19,-1,14,16,3.6041952932441834e-05,3.6040336822207794e-05,382,23729,0
6,20,-1,6,2,0.034617452841844365,0.034617449370743986,249,13970,0
6,20,-1,6,8,0.00020133899524088505,0.00014275638119224646,359,24293,2
6,21,-1,5,2,0.015936512328609265,0.01593586767989876,108,5781,2
6,21,-1,5,8,0.00014168112460488658,1.2762427955808412e-05,561,31747,2
6,22,-1,4,2,0.12814873687077744,0.12814873599225968,164,8272,0
6,22,-1,4,4,0.00038703676708873314,0.0003870345605694914,234,11956,0
6,23,-1,10,2,0.22699941854532568,0.2269994086209769,153,9372,0
6,23,-1,10,16,0.00031306008534243146,3.5066602795823036e-05,479,38841,2
6,24,-1,8,2,0.08897275607626032,0.08897200118115489,89,4888,2
6,24,-1,8,8,0.0001812194075082596,0.00018121668583682214,318,20269,0
