ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
7,13,5.0,32,2,0.46798521225330714,0.4679848311881178,970,70924,3
7,13,5.0,32,32,0.013578747228212184,0.013052318628013818,327,28638,3
7,14,5.0,36,2,0.45410947568097687,0.4541093810393792,465,31382,3
7,14,5.0,36,64,0.0034412673603314535,0.0019129348139654977,457,55696,3
7,15,5.0,32,2,0.45032627297323746,0.45032571602777505,745,57394,3
7,15,5.0,32,32,0.014054071004321565,0.010405568718229256,384,37496,3
7,16,5.0,32,2,0.472486797343975,0.47248545673646775,704,64094,3
7,16,5.0,32,32,0.018039825874680438,0.014214892254025412,192,17114,3
7,17,5.0,30,2,0.45025822166771046,0.4502581824871478,846,69428,3
7,17,5.0,30,32,0.01130981332699229,0.009878618444202295,315,27520,3
7,18,5.0,40,2,0.46316609560507477,0.4631606521944962,580,44716,3
7,18,5.0,40,64,0.001980830600282899,0.0017650128743804984,520,71790,3
7,19,5.0,32,2,0.4490234931617502,0.4490234825098742,507,34598,3
7,19,5.0,32,32,0.01018523200912344,0.009198424386158807,696,65746,3
7,20,5.0,32,2,0.4666302847254483,0.46468660081315977,226,12992,3
7,20,5.0,32,32,0.013282661387766861,0.011418336267520552,448,43594,3
7,21,5.0,38,2,0.46787631968138094,0.4678743362673227,523,35656,3
7,21,5.0,38,64,0.0024183942255917995,0.0022319428515801733,625,78506,3
7,22,5.0,34,2,0.4471638582480918,0.4471636105347355,593,42738,3
7,22,5.0,34,64,0.0037011698776840476,0.0016518875229176574,519,66302,3
7,23,5.0,32,2,0.47213398322121425,0.47190935939344925,130,7966,3
7,23,5.0,32,32,0.015787676608223045,0.014610250703934508,503,48716,3
7,24,5.0,34,2,0.45798028578356764,0.4579742191739249,534,35656,3
7,24,5.0,34,64,0.003412348513789923,0.0021439172393866767,903,126870,3
