ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
1,0,-1,1,1,1.5543122344752192e-15,9.860761315262648e-32,35,1038,0
1,0,-1,1,1,4.218847493575595e-15,2.465190328815662e-32,35,1936,0
1,1,-1,2,1,0.0,0.0,16,623,0
1,1,-1,2,1,0.0,9.860761315262648e-32,11,348,0
1,2,-1,1,1,1.7763568394002505e-15,0.0,21,878,0
1,2,-1,1,1,0.0,6.162975822039155e-33,16,582,0
1,3,-1,2,1,-2.220446049250313e-16,9.860761315262648e-32,7,396,0
1,3,-1,2,1,0.0,6.162975822039155e-33,17,476,0
1,4,-1,2,1,0.0,6.162975822039155e-33,8,284,0
1,4,-1,1,1,0.0,6.162975822039155e-33,18,524,0
1,5,-1,2,1,0.0,2.465190328815662e-32,10,316,0
1,5,-1,1,1,2.220446049250313e-16,2.465190328815662e-32,15,700,0
1,6,-1,2,1,-2.220446049250313e-16,1.5407439555097887e-31,16,427,0
1,6,-1,1,1,-2.220446049250313e-16,6.162975822039155e-33,21,508,0
1,7,-1,2,1,-2.220446049250313e-16,6.162975822039155e-33,15,508,0
1,7,-1,2,1,0.0,2.465190328815662e-32,12,332,0
1,8,-1,2,1,0.0,9.860761315262648e-32,9,284,0
1,8,-1,2,1,-2.220446049250313e-16,2.465190328815662e-32,9,300,0
1,9,-1,2,1,0.0,6.162975822039155e-33,13,492,0
1,9,-1,2,1,0.0,9.860761315262648e-32,18,444,0
1,10,-1,2,1,-2.220446049250313e-16,2.465190328815662e-32,12,849,0
1,10,-1,2,1,6.661338147750939e-16,9.860761315262648e-32,9,300,0
1,11,-1,2,1,6.661338147750939e-16,2.465190328815662e-32,14,380,0
1,11,-1,1,1,3.3306690738754696e-15,0.0,23,540,0
1,12,-1,2,1,1.1102230246251565e-15,0.0,16,764,0
