ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
2,0,0.05,2,2,1.0976108910654148e-11,9.75587239099324e-15,17,95,0
2,1,0.05,1,2,1.84297022087776e-14,1.801634202061899e-42,6,40,0
2,2,0.05,1,2,5.555556015224283e-13,6.162975822040556e-33,7,60,0
2,3,0.05,1,2,4.172918699474337e-08,8.602874565042367e-10,8,45,0
2,4,0.05,2,2,5.167866135025179e-12,2.1001788233226626e-13,13,75,0
2,5,0.05,1,2,5.866862551329177e-12,1.3059968669779142e-17,6,35,0
2,6,0.05,1,2,4.440892098500626e-14,2.4651933678754197e-32,7,40,0
2,7,0.05,1,2,2.3439028495886305e-12,1.4421513647446247e-32,7,45,0
2,8,0.05,2,2,8.729905687232531e-12,1.216355391729034e-16,16,135,0
2,9,0.05,1,2,1.0436984609896172e-11,1.5407439555097894e-33,6,40,0
2,10,0.05,1,2,2.851496816447252e-12,2.2186712959340957e-31,7,40,0
2,11,0.05,1,2,9.450662474819183e-12,6.162975827266771e-33,7,55,0
2,12,0.05,1,2,1.3733458814613186e-12,2.61926476191324e-32,5,35,0
2,13,0.05,2,2,5.467848396278896e-12,5.466397233154862e-12,10,65,0
2,14,0.05,1,2,5.0363506920447776e-08,6.471266769889342e-31,6,35,0
2,15,0.05,2,2,1.2373533309073537e-09,1.2370119641021075e-09,18,110,0
2,16,0.05,1,2,3.3861802251067274e-12,4.850837590837649e-21,6,40,0
2,17,0.05,1,2,4.1796344163458343e-11,3.9391666323055615e-26,7,50,0
2,18,0.05,2,2,2.1910251390977464e-11,1.9776658598409993e-11,12,85,0
2,19,0.05,1,2,6.87894186057747e-13,2.4651923200564313e-32,8,45,0
2,20,0.05,2,2,2.284394895468722e-12,2.4308653429145085e-63,13,80,0
2,21,0.05,1,2,3.6193270602780103e-13,1.2325951644085228e-32,7,55,0
2,22,0.05,1,2,1.7773678084864741e-09,7.703719783288667e-33,8,60,0
2,23,0.05,1,2,1.121103210266483e-11,4.365373206257896e-32,7,40,0
2,24,0.05,1,2,1.354472090042691e-13,2.465190328850265e-32,8,50,0
