ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,0.05,2,1,1.1102230246251565e-16,4.349463024618353e-26,23,848,0
3,0,0.05,2,1,1.3100631690576847e-14,1.3208876704533292e-14,21,677,0
3,1,0.05,2,1,6.661338147750939e-16,7.562468211240586e-28,21,601,0
3,1,0.05,2,1,0.0,2.2803880192999233e-17,24,1100,0
3,2,0.05,2,1,0.0,5.152114552695423e-27,22,562,0
3,2,0.05,2,1,0.0,1.8930231008112556e-17,23,866,0
3,3,0.05,2,1,0.0,2.7884505506125453e-32,21,676,0
3,3,0.05,2,1,1.7787512573974595e-09,1.7787509878537967e-09,21,513,0
3,4,0.05,2,1,1.1102230246251565e-16,4.581057868402382e-24,23,1116,0
3,4,0.05,2,1,1.1102230246251565e-16,2.9242686696905288e-27,21,923,0
3,5,0.05,2,1,0.0,1.109735906282879e-23,22,1000,0
3,5,0.05,2,1,6.449896172711078e-11,6.449882402303956e-11,21,1170,0
3,6,0.05,2,1,0.0,5.1237173801333455e-34,28,961,0
3,6,0.05,2,1,4.342082249308987e-13,4.340079369835329e-13,22,962,0
3,7,0.05,2,1,-2.220446049250313e-16,7.297527149096093e-21,21,715,0
3,7,0.05,2,1,1.5420997812043424e-13,1.542311779911531e-13,26,961,0
3,8,0.05,2,1,2.3314683517128287e-15,2.3075486161150293e-33,23,924,0
3,8,0.05,2,1,-2.220446049250313e-16,3.826411504346e-33,22,601,0
3,9,0.05,2,1,2.4620007144093847e-09,2.462000798357582e-09,29,1519,0
3,9,0.05,2,1,1.1102230246251565e-16,5.334403474602944e-26,25,1732,0
3,10,0.05,2,1,0.0,1.0395692136860758e-31,21,601,0
3,10,0.05,2,1,0.0,3.586850735553848e-33,16,525,0
3,11,0.05,2,1,1.1102230246251565e-16,2.802902387870417e-32,26,551,0
3,11,0.05,2,1,1.1102230246251565e-16,3.450348747409162e-34,23,1037,0
3,12,0.05,2,1,0.0,1.655548589748752e-24,22,638,0
