ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
8,9,5.0,25,1,0.46497159096485846,0.46497159045062725,1224,96725,0
8,17,5.0,10,1,0.47637419614477594,0.4763741199258614,565,44384,3
8,19,5.0,16,1,0.4728567945975871,0.47278574914514676,942,80812,3
8,13,5.0,16,1,0.46683657721186345,0.46683657386600885,1609,128628,0
8,7,5.0,14,1,0.4713028485269564,0.4713026601873456,865,69800,3
8,11,5.0,19,1,0.46774118357936045,0.46774115616551526,1099,86505,3
8,15,5.0,6,1,0.4807444697023262,0.4807444518884763,1800,150173,3
8,19,5.0,16,4,0.04389684172244103,0.04271849661369827,1168,128112,3
8,17,5.0,10,4,0.04691491524167873,0.04575956633062022,1406,149200,3
8,13,5.0,16,4,0.04068967116055319,0.040619071902410445,1571,168100,3
8,11,5.0,19,5,0.016285167414613548,0.01501680590571837,1616,235642,3
8,9,5.0,25,5,0.013050705569553012,0.012418184900066123,1243,145406,3
8,7,5.0,14,4,0.04232084491404815,0.04225427721194319,1787,191500,3
8,20,5.0,13,1,0.4760915737252475,0.4760913334293065,1311,104609,3
8,18,5.0,12,1,0.4732816665514764,0.4732814591789574,1090,88778,3
8,15,5.0,6,3,0.10835101986333387,0.10835100598097296,2754,273728,3
8,10,5.0,10,1,0.4799628110593473,0.47984567318901467,1354,107103,3
8,18,5.0,12,4,0.044983129398291674,0.04465296306287506,770,85114,3
8,14,5.0,8,1,0.47808575269734715,0.4780857410975947,2669,219876,3
8,16,5.0,14,1,0.47354735426745576,0.47354719006615725,1845,154929,3
8,20,5.0,13,4,0.044757816036460105,0.04463348530780302,2032,217900,3
8,12,5.0,23,1,0.4672259507880798,0.46722593265075696,3548,294190,3
