ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
7,13,0.05,2,2,3.140897397724274e-08,8.033411760304969e-10,264,18926,3
7,14,0.05,2,2,7.407699365025167e-08,8.03413646508389e-14,818,67136,3
7,15,0.05,2,2,1.7934732698954292e-08,1.6962827969001035e-08,349,24140,0
7,16,0.05,4,2,0.004777210456137437,0.004730393457441657,206,12544,3
7,16,0.05,4,4,1.974490738909651e-06,4.996328169551624e-24,583,41534,3
7,17,0.05,4,2,0.016059378859228035,0.016059377683900027,478,32648,0
7,17,0.05,4,4,2.6223141436076958e-09,5.607356086218005e-15,530,37522,0
7,18,0.05,2,2,2.3864787923599806e-10,1.918628666089424e-10,209,15138,0
7,19,0.05,2,2,1.6363022534715554e-05,1.6362227474241893e-05,410,28176,0
7,20,0.05,2,2,3.658472105261268e-07,3.6574512147824797e-07,263,17648,0
7,21,0.05,2,2,1.2864975751369911e-10,4.110471979665914e-23,465,33426,1
7,22,0.05,2,2,2.097843898596352e-09,1.2316490600983075e-09,293,21650,1
7,23,0.05,2,2,4.74368396555791e-05,4.7436473047603806e-05,327,26154,1
7,24,0.05,2,2,6.306940192324362e-09,5.805412239175967e-09,249,16534,0
