ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
5,0,-1,2,2,1.2341405675186934e-10,2.1232619777056275e-23,52,2128,0
5,0,-1,2,2,3.9386716110811903e-11,2.2010958192885844e-24,89,3800,0
5,1,-1,2,2,3.9412950680883796e-10,5.290369225828032e-17,58,2622,0
5,1,-1,2,2,7.042011418434413e-11,6.034462857656482e-25,66,2850,0
5,2,-1,2,2,4.989549884371058e-10,2.684733183661699e-24,64,2584,0
5,2,-1,4,2,0.0012012022638335784,0.001201201962864006,125,5282,0
5,3,-1,4,4,3.7023293050997275e-05,3.6908556562801596e-05,252,11552,2
5,3,-1,2,2,2.6064750358045785e-10,5.399407382338626e-25,46,1938,0
5,4,-1,2,2,5.061884245094461e-11,5.4219102693774725e-15,63,2774,0
5,4,-1,2,2,1.4787393531889848e-11,2.482810387759953e-20,73,3306,0
5,5,-1,2,2,3.4936054049694576e-11,1.2572068704821039e-18,57,2812,0
5,5,-1,2,2,8.692833119994248e-10,8.111359325777441e-10,51,2014,0
5,6,-1,2,2,1.7565915388928488e-10,3.5132840506255586e-14,61,2546,0
5,6,-1,2,2,8.530243178483943e-11,1.4203123378928499e-18,84,3572,0
5,7,-1,2,2,1.6186207929536067e-10,3.9566363422938907e-22,63,2888,0
5,7,-1,2,2,9.485845442469554e-11,1.13167649412536e-17,56,2546,0
5,8,-1,2,2,4.121415542179818e-09,2.1851977732848596e-09,99,5006,0
5,8,-1,2,2,7.224443265840819e-12,7.489883191897418e-24,83,3572,0
5,9,-1,2,2,9.59837764824556e-11,2.04871281826692e-13,47,2470,0
5,9,-1,2,2,4.274813836246949e-11,9.490127788631931e-18,51,2166,0
5,10,-1,2,2,0.0001788193427889606,0.0001788193340688181,59,2660,0
5,10,-1,2,2,7.343231578360587e-10,2.9764031533238223e-21,52,2280,0
5,11,-1,2,2,2.7637714339334707e-10,1.3944305048401324e-20,73,3724,0
5,11,-1,2,2,3.6612157749971175e-11,1.2772932899763727e-13,77,3800,0
5,12,-1,2,2,2.49766762827619e-10,1.3853418326571857e-13,51,2432,0
5,12,-1,2,2,6.244849082293058e-11,1.0262971083522317e-31,57,2280,0
