ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
5,0,0.5,8,2,0.11283862049447024,0.1128386203037265,49,2470,0
5,0,0.5,8,8,5.235234269157507e-05,5.235163166473451e-05,162,7568,0
5,1,0.5,4,2,0.06841779598282338,0.06841779580813638,57,2622,0
5,1,0.5,4,4,0.00043228136654971383,0.00043228120935477333,81,3640,0
5,2,0.5,10,2,0.13655698438429242,0.13655698411021872,227,11982,1
5,2,0.5,10,16,9.934823713142471e-06,2.8579298663294877e-06,153,8424,2
5,3,0.5,4,2,0.022091967267544366,0.022091966179170808,65,2546,0
5,3,0.5,4,4,8.67382501035241e-05,8.672492347466592e-05,252,11524,2
5,4,0.5,4,2,0.019993488356688793,0.01999348800636861,65,2888,0
5,4,0.5,4,4,0.00011526296023767202,0.00011526256944229552,136,5800,0
5,5,0.5,12,2,0.1009388872175897,0.10093888672010687,66,2850,0
5,5,0.5,12,16,2.8168734594880007e-07,5.3589460685367675e-08,322,18380,2
5,6,0.5,4,2,0.006453793265911223,0.006453792299370248,48,2128,0
5,6,0.5,4,4,2.3740562888896477e-06,2.373553712151276e-06,144,6080,0
5,7,0.5,2,2,5.379836749230815e-05,5.379834620629466e-05,74,3268,0
5,8,0.5,4,2,0.0360088040874923,0.036008804031108475,40,1938,0
5,8,0.5,4,4,2.489601895605542e-05,2.4893577614960718e-05,149,6240,0
5,9,0.5,6,2,0.016940746974256626,0.016940746786152636,87,3610,0
5,9,0.5,6,8,3.371623280568059e-08,3.289966142245375e-08,312,16400,0
5,10,0.5,4,2,0.006990128242703841,0.00699012809086395,54,2280,0
5,10,0.5,4,4,6.231378516241559e-05,6.231252431998315e-05,157,6760,0
5,11,0.5,6,2,0.08304839839899292,0.08304839812035585,59,2546,0
5,11,0.5,6,8,0.0005368305212889446,9.996553040464922e-05,235,12940,2
5,12,0.5,8,2,0.01962562949127289,0.019625629367123875,74,3154,0
5,12,0.5,8,8,0.0003071479179759251,3.159809379791547e-05,370,19700,2
5,13,0.5,4,2,0.0012103517130419572,0.0012103508038171363,53,2052,0
5,13,0.5,4,4,8.436972617942295e-05,8.419469309151701e-05,310,13360,2
5,14,0.5,6,2,0.0030384284072194623,0.003038428341850335,68,2964,0
5,14,0.5,6,8,1.8828414920513126e-05,6.364433113884549e-07,278,13024,2
5,15,0.5,4,2,0.1156323500097518,0.11563234996950408,66,2660,0
5,15,0.5,4,4,3.497395070550802e-05,3.497393122926992e-05,155,6480,0
5,16,0.5,6,2,0.04466796105275839,0.04466796073416711,46,1824,0
5,16,0.5,6,8,9.081164553670362e-08,9.045990081521692e-08,241,12892,0
5,17,0.5,8,2,0.08076317475745887,0.08076317431034633,44,1938,0
5,17,0.5,8,8,0.0001427525824615472,0.0001427525075149491,226,11584,0
5,18,0.5,4,2,0.18037759099875428,0.18037759099653844,117,4902,0
5,18,0.5,4,4,0.00010115475400473972,0.00010114511735083578,224,11156,0
5,19,0.5,4,2,0.008448347921854782,0.008448347613274503,48,2128,0
5,19,0.5,4,4,8.095569766775057e-07,8.092842311430208e-07,143,6200,0
5,20,0.5,8,2,0.005345401904115699,0.005345401751866843,53,2166,0
5,20,0.5,8,8,0.0005491219889505183,5.134727914663194e-06,201,10136,2
5,21,0.5,4,2,0.054761809239419756,0.05476180652048468,53,2394,0
5,21,0.5,4,4,0.00014183827744962407,0.00014183794634405343,111,4760,0
5,22,0.5,4,2,0.0008394282315524748,0.0008394282271671455,80,3268,0
5,22,0.5,4,4,0.0004485563687441907,4.2680615739111883e-05,57,2480,2
5,23,0.5,2,2,6.856964117429865e-05,6.856956099528922e-05,52,2204,0
5,24,0.5,6,2,0.01285500621943858,0.012853145346385864,151,7946,2
5,24,0.5,6,8,6.894913642940814e-05,1.4519387198814574e-05,272,14372,2
