ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
5,0,0.5,8,1,0.1128386203037347,0.1128386203037265,48,2668,0
5,0,0.5,8,3,5.352094882260516e-05,5.235163166473451e-05,147,11008,2
5,1,0.5,4,1,0.06841779580813956,0.06841779580813638,50,2438,0
5,1,0.5,4,2,0.00043228120935656644,0.00043228120935477333,73,4565,0
5,2,0.5,10,1,0.13655698411022532,0.13655698411021872,77,4002,0
5,2,0.5,10,4,8.102888246819262e-06,2.8579298663294877e-06,894,74095,2
5,3,0.5,4,1,0.022091966179270117,0.022091966179170808,106,5382,0
5,3,0.5,4,2,8.6724923556325e-05,8.672492347466592e-05,152,9405,0
5,4,0.5,4,1,0.019993488006372906,0.01999348800636861,59,3312,0
5,4,0.5,4,2,0.0001152625694553766,0.00011526256944229552,97,6710,0
5,5,0.5,12,1,0.10093888672011397,0.10093888672010687,119,6302,0
5,5,0.5,12,4,5.765202865104513e-08,5.3589460685367675e-08,225,18396,0
5,6,0.5,4,1,0.006453792299383476,0.006453792299370248,56,3864,0
5,6,0.5,4,2,2.3735537142410834e-06,2.373553712151276e-06,130,9853,0
5,7,0.5,2,1,5.379834621033197e-05,5.379834620629466e-05,49,3634,0
5,8,0.5,4,1,0.036008804031114505,0.036008804031108475,61,3956,0
5,8,0.5,4,2,2.489357762136546e-05,2.4893577614960718e-05,137,8470,0
5,9,0.5,6,1,0.01694074678615387,0.016940746786152636,59,3036,0
5,9,0.5,6,3,3.510098534054151e-08,3.289966142245375e-08,139,11072,0
5,10,0.5,4,1,0.006990128090866632,0.00699012809086395,66,3404,0
5,10,0.5,4,2,6.231252437671753e-05,6.231252431998315e-05,94,6325,0
5,11,0.5,6,1,0.08304839812036391,0.08304839812035585,63,4232,0
5,11,0.5,6,3,0.00018499817434625143,9.996553040464922e-05,351,28172,2
5,12,0.5,8,1,0.019625629367124864,0.019625629367123875,52,2622,0
5,12,0.5,8,3,0.00032310814518943243,3.159809379791547e-05,211,16524,2
5,13,0.5,4,1,0.0012103508038253663,0.0012103508038171363,108,7372,0
5,13,0.5,4,2,8.420279043430678e-05,8.419469309151701e-05,436,27170,0
5,14,0.5,6,1,0.0030384283418591895,0.003038428341850335,81,4428,0
5,14,0.5,6,3,1.9991791405549186e-05,6.364433113884549e-07,485,34624,2
5,15,0.5,4,1,0.11563234996951754,0.11563234996950408,79,4002,0
5,15,0.5,4,2,3.4973931350323895e-05,3.497393122926992e-05,149,10517,0
5,16,0.5,6,1,0.04466796073417023,0.04466796073416711,55,2760,0
5,16,0.5,6,3,9.532218125940517e-08,9.045990081521692e-08,139,9856,0
5,17,0.5,8,1,0.08076317431035185,0.08076317431034633,61,3220,0
5,17,0.5,8,3,0.0001469625376886441,0.0001427525075149491,267,21184,2
5,18,0.5,4,1,0.18037759099653827,0.18037759099653844,123,5980,0
5,18,0.5,4,2,0.00010114511736925014,0.00010114511735083578,86,6545,0
5,19,0.5,4,1,0.008448347613276619,0.008448347613274503,62,3174,0
5,19,0.5,4,2,8.092842501694619e-07,8.092842311430208e-07,117,8140,0
5,20,0.5,8,1,0.005345401751888801,0.005345401751866843,69,3450,0
5,20,0.5,8,3,0.0004762611221830193,5.134727914663194e-06,397,27072,2
5,21,0.5,4,1,0.05476180652048679,0.05476180652048468,65,3404,0
5,21,0.5,4,2,0.0001418379463485886,0.00014183794634405343,154,10450,0
5,22,0.5,4,1,0.0008394282271720899,0.0008394282271671455,90,5014,0
5,22,0.5,4,2,4.268061609091767e-05,4.2680615739111883e-05,325,21953,0
5,23,0.5,2,1,6.856956123435509e-05,6.856956099528922e-05,86,6038,0
5,24,0.5,6,1,0.012853145346532813,0.012853145346385864,123,7694,0
5,24,0.5,6,3,7.35831909517426e-05,1.4519387198814574e-05,193,13568,2
