ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
8,0,0.5,15,2,0.3112940196146303,0.3112940029417251,852,67281,3
8,0,0.5,15,16,0.0025493932472381853,3.6697943822961386e-05,1050,99060,3
8,1,0.5,13,2,0.1989302248353978,0.19892957816009232,651,62530,3
8,1,0.5,13,16,0.0012071754584049854,0.00048625556901930124,1423,151946,3
8,2,0.5,16,2,0.18607837975161146,0.18607532181248418,486,38690,3
8,2,0.5,16,16,0.003748508129511774,0.0006783589179430688,1318,142691,3
8,3,0.5,8,2,0.2135958499633594,0.21359537251818986,497,46461,3
8,3,0.5,8,8,0.00014443020585874766,0.0001417363544209963,833,84422,3
8,4,0.5,20,2,0.2731782968284387,0.27317829622447276,656,57058,1
8,4,0.5,20,32,0.002031862402138457,7.762213335041824e-05,1267,155332,3
8,5,0.5,7,2,0.08082802620688323,0.08082802561091793,912,78214,1
8,5,0.5,7,8,0.0060049861947995,0.00015397408692180436,907,93195,3
8,6,0.5,4,2,0.22832237234976527,0.2283215989155536,410,33067,3
8,6,0.5,4,4,0.0007838129352406575,0.0007830522642796799,1337,107308,3
8,7,0.5,8,2,0.255327909707183,0.23787762520007508,701,52047,3
8,7,0.5,8,8,0.0013042942770052357,0.0013036689009627985,853,71228,3
8,8,0.5,8,2,0.03677513462777515,0.03677513248081268,849,68450,1
8,8,0.5,8,8,0.001147544279472057,0.000311221139284849,1433,141422,3
8,9,0.5,9,2,0.08661724184860475,0.08661724113968335,834,76568,2
