ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
2,0,0.5,2,1,8.727466822566754e-07,8.72746682446136e-07,18,348,0
2,1,0.5,1,1,5.162084491994179e-05,5.162084491778546e-05,28,287,0
2,2,0.5,2,1,1.0686045637253727e-06,1.0686045637106574e-06,23,280,0
2,3,0.5,4,1,0.00540643463583379,0.005406434635833914,23,224,0
2,3,0.5,4,2,0.0,0.0,34,562,0
2,4,0.5,3,1,0.0004737073812464132,0.00047370738124609104,27,336,0
2,4,0.5,3,2,3.9968028886505635e-15,4.930380657631324e-32,41,671,0
2,5,0.5,2,1,4.425028152699184e-05,4.4250281526752145e-05,16,161,0
2,6,0.5,4,1,0.023021056442451227,0.023021056442451004,17,154,0
2,6,0.5,4,2,0.023021056442451115,0.0,13,140,0
2,7,0.5,4,1,0.022138235129700368,0.022138235129700264,25,224,0
2,7,0.5,4,2,0.022138235129700146,4.930380657631324e-32,18,210,0
2,8,0.5,2,1,5.451438352666038e-05,5.4514383526589e-05,24,301,0
2,9,0.5,2,1,2.7623565213019674e-08,2.7623564655572005e-08,23,287,0
2,10,0.5,4,1,0.008335645990469764,0.008335645990469539,21,266,0
2,10,0.5,4,2,2.220446049250313e-16,1.232595164407831e-32,23,290,0
2,11,0.5,2,1,2.0439425133522704e-05,2.04394251335044e-05,23,259,0
2,12,0.5,2,1,3.336999702385768e-05,3.336999702387797e-05,20,224,0
2,13,0.5,4,1,0.03456985132954704,0.03456985132954691,18,147,0
2,13,0.5,4,2,0.0,1.232595164407831e-32,17,272,0
2,14,0.5,1,1,3.687260680496074e-05,3.687260680434145e-05,39,502,0
2,15,0.5,3,1,0.00019661266871406902,0.00019661266871426921,24,238,0
2,15,0.5,3,2,0.00019661266871562333,0.0,21,511,0
2,16,0.5,3,1,0.0006087327498722761,0.0006087327498719695,31,579,0
2,16,0.5,3,2,4.440892098500626e-16,1.232595164407831e-32,50,762,0
2,17,0.5,2,1,0.0001313604261408141,0.00013136042614075475,12,105,0
2,18,0.5,2,1,1.5402346704718184e-06,1.5402346706527815e-06,19,280,0
2,19,0.5,1,1,9.449170823572217e-08,9.449170440846125e-08,32,542,0
2,20,0.5,2,1,5.451488820096273e-05,5.45148882009342e-05,18,168,0
2,21,0.5,2,1,7.659691610983899e-06,7.659691610920166e-06,14,119,0
2,22,0.5,4,1,0.012939369698449,0.012939369698448479,15,119,0
2,22,0.5,4,2,2.220446049250313e-16,0.0,23,391,0
2,23,0.5,3,1,0.00040289528291448384,0.000402895282914495,18,203,0
2,23,0.5,3,2,4.6629367034256575e-15,4.930380657631324e-32,36,752,0
2,24,0.5,3,1,0.00041732016333639876,0.0004173201633364933,21,362,0
2,24,0.5,3,2,0.00041732016333639876,2.7733391199176196e-32,17,290,0
