ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
6,0,5.0,36,1,0.4278061274803818,0.4278061273191493,582,36905,0
6,0,5.0,36,6,0.004552713759548251,4.930380657631324e-32,1397,156100,2
6,1,5.0,44,1,0.4402467738603091,0.4402467738597873,350,21407,0
6,1,5.0,44,6,0.007374601284868831,6.933347799794049e-33,778,85500,2
6,2,5.0,37,1,0.4329940552604955,0.4329940552599155,247,15070,0
6,2,5.0,37,6,0.005577971619924807,3.0814879110195774e-33,709,75900,2
6,3,5.0,49,1,0.45894590983626227,0.4589459098310219,359,20735,0
6,3,5.0,49,6,0.007295357597436686,0.0,347,36900,2
6,4,5.0,40,1,0.4277764199385132,0.42777641992863774,369,22935,0
6,4,5.0,40,6,5.55805401702969e-15,6.933347799794049e-33,792,84900,0
6,5,5.0,56,1,0.4612574904348067,0.4612574900084909,457,26620,0
6,5,5.0,56,6,1.2198575483068907e-14,1.925929944387236e-34,500,52100,0
6,6,5.0,41,1,0.4410878074082093,0.44108780738074016,654,49573,0
6,6,5.0,41,6,0.0043199582009133194,3.774822690998982e-32,372,39000,2
6,7,5.0,39,1,0.4301149371497844,0.4301148572183753,300,20030,2
6,7,5.0,39,6,0.0238179883727047,3.0814879110195774e-33,951,107511,2
6,8,5.0,44,1,0.44385750508779176,0.44385750508152005,449,25850,0
6,8,5.0,44,6,0.00573423778508083,1.9259299443872359e-32,584,70310,2
6,9,5.0,40,1,0.4266320716266651,0.42663207162638794,243,15290,0
6,9,5.0,40,6,0.006398711417021051,2.7733391199176196e-32,597,63700,2
6,10,5.0,40,1,0.4428935181386219,0.4428935181334561,385,23925,0
6,10,5.0,40,6,0.004449624012099904,1.232595164407831e-32,976,107600,2
6,11,5.0,44,1,0.4373449609141661,0.43734496091403796,209,13762,0
6,11,5.0,44,6,6.994405055138486e-15,6.933347799794049e-33,535,55300,0
6,12,5.0,39,1,0.4111894383359048,0.4111894383351537,269,18932,0
6,12,5.0,39,6,0.005713639704200156,4.930380657631324e-32,793,83600,2
6,13,5.0,49,1,0.44669617167665526,0.4466961716742826,369,22286,0
6,13,5.0,49,6,0.008372098736005265,2.7733391199176196e-32,1041,110000,2
6,14,5.0,41,1,0.4284342617279156,0.42843426172149274,490,30415,0
6,14,5.0,41,6,0.008061777192963533,1.9259299443872359e-32,568,64812,2
6,15,5.0,60,1,0.46726237501867224,0.46726229506749817,272,18040,2
6,15,5.0,60,6,0.011359267203939545,6.933347799794049e-33,640,70300,2
6,16,5.0,42,1,0.437173715436055,0.4371737154340842,254,17447,0
6,16,5.0,42,6,0.005384592377529661,1.9259299443872359e-32,614,68611,2
6,17,5.0,47,1,0.4530784749012884,0.45307847490032815,369,28118,0
6,17,5.0,47,6,0.007143868244495442,3.0814879110195774e-33,652,72100,2
6,18,5.0,42,1,0.4294120060681109,0.42941200603929935,422,27891,0
6,18,5.0,42,6,0.006586446595486094,2.7733391199176196e-32,463,49500,2
6,19,5.0,41,1,0.44038989297306513,0.44038989286545277,488,33010,0
6,19,5.0,41,6,0.006808709625467993,3.774822690998982e-32,1194,132000,2
6,20,5.0,42,1,0.43422659631627963,0.4342265963158728,252,15730,0
6,20,5.0,42,6,0.005569117703052642,6.933347799794049e-33,530,58000,2
6,21,5.0,38,1,0.42352609623403503,0.423526096195139,301,18425,0
6,21,5.0,38,6,0.005579974161054692,0.0,788,95181,2
6,22,5.0,34,1,0.4229023909757126,0.42290239097533616,239,13970,0
6,22,5.0,34,6,0.00280474967239272,4.930380657631324e-32,524,55500,2
6,23,5.0,44,1,0.4376853067308153,0.43768530673057066,458,27280,0
6,23,5.0,44,6,0.008228495613897872,6.933347799794049e-33,626,66300,2
6,24,5.0,40,1,0.4314888209604686,0.43148881670249306,532,35047,0
6,24,5.0,40,6,0.005290309116872241,3.0814879110195774e-33,374,40600,2
