ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
7,13,0.5,10,1,0.10851801863181088,0.10851801863126338,229,16384,0
7,13,0.5,10,4,0.00030696587555251176,6.612307959118891e-05,522,50232,3
7,14,0.5,10,1,0.11339259223502263,0.11339259223055942,284,19904,0
7,14,0.5,10,4,3.1475687655935225e-05,7.98775476518525e-06,666,68353,3
7,15,0.5,4,1,0.03623442779251629,0.036234427789541244,147,12032,0
7,15,0.5,4,2,6.022593232279938e-05,6.022592025728971e-05,621,53667,0
7,16,0.5,8,1,0.04697870528143333,0.04697870528007245,269,20288,0
7,16,0.5,8,3,0.0010915319791281464,0.0005571480773309331,1043,94382,3
7,17,0.5,6,1,0.014435337218861255,0.0144353372187922,150,10816,0
7,17,0.5,6,3,2.1890274381375363e-05,1.1357843976899482e-05,851,76772,3
7,18,0.5,8,1,0.12070162337318102,0.12070162337276427,358,24512,0
7,18,0.5,8,3,6.7061559699266304e-06,4.79449012056704e-06,986,92262,3
7,19,0.5,6,1,0.026683643206239505,0.026683643205943883,140,11724,0
7,19,0.5,6,3,0.000114328238826511,6.727976177099244e-05,444,40590,3
7,20,0.5,10,1,0.08293905111753397,0.08293905097536236,458,33792,0
7,20,0.5,10,4,1.2416269384862844e-05,1.9617057353200327e-06,1474,160926,3
7,21,0.5,12,1,0.15227684565242883,0.1522768456488308,330,27083,0
7,21,0.5,12,4,1.3466785249993674e-05,1.2261075043828622e-05,1151,118209,3
7,22,0.5,6,1,0.056582605047306944,0.05658260468657129,472,33792,0
7,22,0.5,6,3,2.567338332370994e-06,1.2900851203516088e-06,546,48872,3
7,23,0.5,10,1,0.03876629758573591,0.03876629749848757,615,44480,0
7,23,0.5,10,4,0.0005079849301985462,2.6407065141373032e-05,963,92915,3
7,24,0.5,14,1,0.1569033038242476,0.15690330381770523,224,18572,0
7,24,0.5,14,4,0.0022654135465660086,0.0007102556675754261,650,64610,3
