hardware_cost_cost, exact svec cost
0.3937412847194435,0.4707653773095761
0.2875401128444435,0.37389435284729355
0.3415196050319438,0.4027625749936026
0.2920811284694438,0.34946252551435597
0.3253330815944435,0.373894352847294
0.28707624565694356,0.37389435284729355
0.30721784721944356,0.37389435284729355
0.2732090581569435,0.4245465843807912
1.1703770269069436,1.408753955101861
0.9768711675319437,1.205635049926308
0.24816023003194365,0.32535248918763804
0.5102451909694434,0.6414315868081886
0.24159284721944352,0.32535248918763804
0.19264265190694352,0.22950135217087597
0.5792881597194437,0.6567985530272002
0.18902937065694347,0.22950135217087597
-0.020174730905556215,0.018352066779222742
0.028409253469443785,0.04430709399056587
-0.018856371530556526,0.03207614216493804
0.34518171440694356,0.50359464430408
0.19784284721944378,0.16730197724574492
0.05284773003194365,0.1137178227314064
-0.02723039496805635,0.018465298032957822
-0.004696215280556526,0.014411777389133018
0.014468823781943696,0.04235910934850029
0.003702222219443607,0.0636538841674068
-0.025570238718056304,0.014759280716825973
-0.018758715280556393,0.006063331002260863
-0.021908129343056304,0.018521597326172756
-0.03147844184305648,0.025426695393979237
-0.05293840278055639,0.0035070036174684738
0.19305769096944347,0.24658321532134186
-0.02830461371805648,0.038685921056492045
0.2714268315944435,0.38277363983914725
0.014371167531943563,0.07999214523894738
0.20912214409444352,0.3845168504237484
-0.01892961371805635,0.006540193535436778
-0.04617570746805644,0.0015993372202252054
-0.07715715278055635,0.0019338395069818937
-0.049251879343056304,0.0018779680642149188
-0.012606371530556437,0.033765707149505
-0.021761644968056215,0.017494919997619984
-0.015487230905556482,0.018419690112973175
-0.04300187934305644,0.018914732927887812
0.02213483940694383,0.08477343883643762
-0.050374926218056615,0.0037923931253285303
0.00856062065694374,0.09827799592130448
-0.04153703559305644,0.003348902365324591
0.04808698784444365,0.08146803416975912
-0.03333391059305635,0.012557564631874296
-0.04505266059305635,0.0020780450025030817
-0.05000871528055639,0.01235501938125294
-0.04981340278055635,0.002050553762572349
-0.03431047309305635,0.0007041484926246788
-0.05696672309305639,0.02204054530753652
-0.02893937934305635,0.0006896925995247827
-0.06311906684305635,0.0035139004518587313
-0.0797694574680563,0.004536266374319808
-0.05513566840555639,0.009112977275815393
-0.05860246528055635,0.0075599313709195926
-0.06831926215555639,0.006594161602199389
-0.047176684030556304,0.006823891456603448
-0.07178605903055635,0.0035873104148107515
-0.05811418403055635,0.003567006464762379
-0.0706141840305563,0.008218492236697905
-0.05440324653055639,0.006456263683624286
-0.08882707465555639,0.005296150096053331
-0.04673723090555648,0.009742812467189221
-0.02705949653055617,0.006277146735864658
-0.01463273871805626,0.015344462332224307
-0.022274340280556304,0.0006820718564721773
-0.02893937934305635,0.0039673963019279945
-0.04666398871805644,0.004457102098760046
-0.03101457465555635,0.007621385848344708
-0.026082934030556393,0.005730289500425201
-0.04971574653055644,0.0061486621510735695
-0.015902269968056437,0.006488400431306829
-0.03772844184305635,0.0063613156345865285
-0.06516984809305648,0.00461614317437542
-0.06673234809305617,0.003952025527613756
-0.07251848090555635,0.003408244449675024
-0.04649309028055626,0.005320436730293476
-0.03147844184305626,0.007706812121820228
-0.047079027780556615,0.006072143815955222
-0.04222062934305626,0.006189647518276775
-0.05491594184305648,0.005833419539116758
-0.07251848090555635,0.005578223486653933
-0.08907121528055617,0.00470700909015509
-0.05516008246805648,0.00414040207867572
