ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,0.05,2,2,4.944933351680447e-12,4.349463024618353e-26,19,336,0
3,1,0.05,2,2,2.5575963569224314e-10,1.3208876704533292e-14,17,280,0
3,2,0.05,2,2,9.824052682461115e-11,7.562468211240586e-28,20,308,0
3,3,0.05,2,2,5.453726359405664e-11,2.2803880192999233e-17,19,308,0
3,4,0.05,2,2,8.161560316466421e-11,5.152114552695423e-27,22,336,0
3,5,0.05,2,2,2.2575386005030396e-11,1.8930231008112556e-17,20,350,0
3,6,0.05,2,2,2.309508140285743e-11,2.7884505506125453e-32,23,392,0
3,7,0.05,2,2,1.8002768165104044e-09,1.7787509878537967e-09,16,266,0
3,8,0.05,2,2,2.1512125414346883e-11,4.581057868402382e-24,22,350,0
3,9,0.05,2,2,2.570865742512751e-10,2.9242686696905288e-27,26,392,0
3,10,0.05,2,2,3.270272941335861e-11,1.109735906282879e-23,17,378,0
3,11,0.05,2,2,6.881395453461892e-11,6.449882402303956e-11,28,504,0
3,12,0.05,2,2,8.260614414723477e-12,5.1237173801333455e-34,26,560,0
3,13,0.05,2,2,4.80702144756151e-11,4.340079369835329e-13,28,546,0
3,14,0.05,2,2,1.6849965867038463e-11,7.297527149096093e-21,19,294,0
3,15,0.05,2,2,5.555556015224283e-13,1.542311779911531e-13,23,392,0
3,16,0.05,2,2,8.95871155037753e-11,2.3075486161150293e-33,23,378,0
3,17,0.05,2,2,2.009581390183257e-11,3.826411504346e-33,19,350,0
3,18,0.05,2,2,2.5066766440318133e-09,2.462000798357582e-09,30,504,0
3,19,0.05,2,2,4.1567393971320143e-10,5.334403474602944e-26,17,252,0
3,20,0.05,2,2,2.942528443128367e-10,1.0395692136860758e-31,31,490,0
3,21,0.05,2,2,6.145361997056398e-11,3.586850735553848e-33,16,280,0
3,22,0.05,2,2,1.0068501588023082e-10,2.802902387870417e-32,22,350,0
3,23,0.05,2,2,1.798139415143396e-11,3.450348747409162e-34,25,392,0
3,24,0.05,2,2,9.262590694447681e-12,1.655548589748752e-24,19,308,0
