ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,0.5,6,2,0.002077087121034049,0.002077087003071675,27,406,0
3,0,0.5,6,8,5.747536557798583e-07,6.162975822039155e-33,19,420,2
3,1,0.5,2,2,0.00033400960216523057,0.0003340095232435517,21,322,0
3,2,0.5,6,2,0.014124107438137634,0.014124107425875079,18,308,0
3,2,0.5,6,8,9.1677554436842e-11,2.465190328815662e-32,39,800,0
3,3,0.5,2,2,0.0005628245818195543,0.0005628245516074963,18,280,0
3,4,0.5,2,2,8.878381763111065e-08,8.868917570245244e-08,27,476,0
3,5,0.5,4,2,0.002666325199209396,0.0026663251966855725,24,434,0
3,5,0.5,4,4,0.0002555814799416467,0.0002555814644754765,69,1492,0
3,6,0.5,4,2,0.001022751141112721,0.0010227511227461053,27,420,0
3,6,0.5,4,4,0.00011061242052323728,0.00011061238491734632,52,912,0
3,7,0.5,2,2,3.182329235129622e-05,3.182329195441075e-05,21,378,0
3,8,0.5,4,2,0.0012964124153728163,0.0012964124141227,20,322,0
3,8,0.5,4,4,1.1936110804633415e-05,1.1936101615783187e-05,38,656,0
3,9,0.5,2,2,0.00013253955018399655,0.00013253954384718252,22,322,0
3,10,0.5,2,2,3.016441274539261e-08,3.0163691588732734e-08,21,378,0
3,11,0.5,4,2,0.03303601645099741,0.03303601643697484,30,560,0
3,11,0.5,4,4,2.9441226157000955e-07,2.944017373277127e-07,28,480,0
3,12,0.5,6,2,0.004696812297115716,0.004696812292848184,19,322,0
3,12,0.5,6,8,4.4448988933964984e-10,5.546678239835239e-32,87,2402,1
3,13,0.5,2,2,1.1749918750636468e-05,1.1749918557789881e-05,26,420,0
3,14,0.5,6,2,0.051421563796630654,0.05142156376696615,24,392,0
3,14,0.5,6,8,1.8613488528274047e-10,2.465190328815662e-32,38,820,0
3,15,0.5,4,2,0.0005558224718777982,0.0005558224702584453,16,252,0
3,15,0.5,4,4,1.746912177480464e-05,1.7469108380721222e-05,35,624,0
3,16,0.5,2,2,0.00010807574153770538,0.00010807574069411112,19,350,0
3,17,0.5,2,2,9.597577720965589e-05,9.597577275868174e-05,20,294,0
3,18,0.5,6,2,0.06443841162776565,0.06443841157298635,25,378,0
3,18,0.5,6,8,4.8756554349438375e-12,6.162975822039155e-33,29,600,0
3,19,0.5,4,2,0.001301701329550986,0.0013017013282622383,24,518,0
3,19,0.5,4,4,2.9875368212639586e-07,2.9868981480059066e-07,43,800,0
3,20,0.5,4,2,0.019243277202914078,0.019243277163721033,19,322,0
3,20,0.5,4,4,3.094713606810462e-05,3.094701536968853e-05,38,688,0
3,21,0.5,2,2,0.00022180569497654012,0.00022180569246522594,20,308,0
3,22,0.5,4,2,0.0026847501237247107,0.0026847500367982047,19,294,0
3,22,0.5,4,4,8.15441360532132e-05,8.154410200194114e-05,42,768,0
3,23,0.5,2,2,0.0004387073576542777,0.0004387073544568688,16,252,0
3,24,0.5,2,2,0.00028572913171032166,0.00028572913112198347,24,364,0
