ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
8,21,0.5,8,1,0.2908732849547579,0.2908732730788553,404,34468,3
8,3,0.5,8,1,0.2135953850830813,0.21359537251818986,722,59422,3
8,23,0.5,10,1,0.21604483598194507,0.21604481504659667,717,58774,3
8,13,0.5,12,1,0.20522501397956078,0.20522500342361322,607,49725,3
8,17,0.5,12,1,0.232847862783562,0.23284786275144104,1418,118187,0
8,11,0.5,8,1,0.21499225153176144,0.21499185598262635,945,77891,3
8,15,0.5,13,1,0.1254336308813918,0.12543360657632135,1369,114125,3
8,19,0.5,10,1,0.18066280844650123,0.1806628076326368,1855,159433,0
8,21,0.5,8,3,0.0005623644996543553,0.0005619558421337364,926,97757,3
8,3,0.5,8,3,0.00014332577314907224,0.0001417363544209963,1007,105026,3
8,11,0.5,8,3,2.852096217031974e-05,2.8328566110264888e-05,972,102112,3
8,4,0.5,20,1,0.27317829714702163,0.27317829622447276,487,44318,0
8,17,0.5,12,4,2.2836278766091844e-05,2.190870537755123e-05,1243,154929,3
8,13,0.5,12,4,8.249959188688649e-05,6.844084174971324e-05,1099,122300,3
8,23,0.5,10,4,0.00016122312353378243,5.575059075108236e-05,2335,251000,3
8,22,0.5,9,1,0.1294887781989027,0.12948876721603791,1435,130833,3
8,12,0.5,12,1,0.15770434157351232,0.1577042925541353,969,81991,3
8,19,0.5,10,4,0.0005345860964519056,0.00020054004557983708,1737,205595,3
8,24,0.5,4,1,0.01156094522537876,0.011560860997216735,385,30660,3
8,20,0.5,4,1,0.17369787811303905,0.173697875703121,531,44822,0
8,4,0.5,20,5,0.002272392851222965,7.762213335041824e-05,924,110308,3
8,14,0.5,14,1,0.18015939596393787,0.180159349055796,1007,81772,3
8,18,0.5,14,1,0.17812991425176705,0.17812979969313184,1218,100530,3
8,24,0.5,4,2,0.0007299741513523417,0.0007218580832605003,360,33210,3
8,20,0.5,4,2,0.0010112367657081345,0.0010075809960258095,641,57154,3
8,22,0.5,9,4,0.0010055969734380499,3.169741221928016e-05,1620,210015,3
8,15,0.5,13,4,0.0027277790734446805,0.0001281854166798086,3549,395700,3
8,14,0.5,14,4,0.001980966182461963,0.0002712995875884125,1077,116100,3
8,12,0.5,12,4,0.0005116717578588226,7.586379565092064e-05,1699,184712,3
