ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,0.5,6,2,0.002077087032777092,0.002077087003071675,28,462,0
3,0,0.5,6,8,1.166353038595247e-07,6.162975822039155e-33,28,674,2
3,1,0.5,2,2,0.00033400953352602514,0.0003340095232435517,19,294,0
3,2,0.5,6,2,0.01412410745153525,0.014124107425875079,23,406,0
3,2,0.5,6,8,1.5497381156137635e-11,2.465190328815662e-32,41,1060,0
3,3,0.5,2,2,0.0005628247556636046,0.0005628245516074963,20,378,0
3,4,0.5,2,2,8.870771350810713e-08,8.868917570245244e-08,24,434,0
3,5,0.5,4,2,0.002666325196869601,0.0026663251966855725,24,406,0
3,5,0.5,4,4,0.00025558156915705954,0.0002555814644754765,43,752,0
3,6,0.5,4,2,0.0010227515094548556,0.0010227511227461053,27,504,0
3,6,0.5,4,4,0.00011061246551746784,0.00011061238491734632,64,1468,0
3,7,0.5,2,2,3.182329457174227e-05,3.182329195441075e-05,40,672,0
3,8,0.5,4,2,0.0012964127637831169,0.0012964124141227,17,350,0
3,8,0.5,4,4,1.193616601746772e-05,1.1936101615783187e-05,35,576,0
3,9,0.5,2,2,0.00013253991694217593,0.00013253954384718252,24,364,0
3,10,0.5,2,2,3.017803906768535e-08,3.0163691588732734e-08,20,420,0
3,11,0.5,4,2,0.03303601644958942,0.03303601643697484,34,588,0
3,11,0.5,4,4,2.9442040805349734e-07,2.944017373277127e-07,36,640,0
3,12,0.5,6,2,0.004696812297375841,0.004696812292848184,27,448,0
3,12,0.5,6,8,5.030142968820428e-09,5.546678239835239e-32,51,1398,0
3,13,0.5,2,2,1.1749920161285843e-05,1.1749918557789881e-05,23,350,0
3,14,0.5,6,2,0.051421563768254686,0.05142156376696615,27,434,0
3,14,0.5,6,8,3.0359048608374906e-12,2.465190328815662e-32,37,780,0
3,15,0.5,4,2,0.000555822477556811,0.0005558224702584453,17,266,0
3,15,0.5,4,4,1.7469115815571534e-05,1.7469108380721222e-05,38,656,0
3,16,0.5,2,2,0.00010807574168969492,0.00010807574069411112,21,406,0
3,17,0.5,2,2,9.597577871445218e-05,9.597577275868174e-05,18,266,0
3,18,0.5,6,2,0.06443841160329544,0.06443841157298635,46,756,0
3,18,0.5,6,8,1.3498313577997578e-11,6.162975822039155e-33,31,640,0
3,19,0.5,4,2,0.001301701334748273,0.0013017013282622383,27,462,0
3,19,0.5,4,4,3.041137744963507e-07,2.9868981480059066e-07,31,656,0
3,20,0.5,4,2,0.019243277314181184,0.019243277163721033,19,280,0
3,20,0.5,4,4,3.094773853284938e-05,3.094701536968853e-05,35,640,0
3,21,0.5,2,2,0.00022180598828858145,0.00022180569246522594,17,280,0
3,22,0.5,4,2,0.0026847500472226837,0.0026847500367982047,20,350,0
3,22,0.5,4,4,8.154427465578706e-05,8.154410200194114e-05,37,624,0
3,23,0.5,2,2,0.000438707445005293,0.0004387073544568688,20,364,0
3,24,0.5,2,2,0.0002857291312108323,0.00028572913112198347,21,322,0
