ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
7,13,0.05,2,1,8.048025579299178e-10,8.033411760304969e-10,281,23745,0
7,14,0.05,2,1,4.007322251808887e-10,8.03413646508389e-14,962,72780,0
7,15,0.05,2,1,1.6963864535313178e-08,1.6962827969001032e-08,313,24716,0
7,16,0.05,4,1,0.00473040623534593,0.004730393457441657,933,70016,3
7,16,0.05,4,2,4.3503250091170287e-07,4.996328169551624e-24,1063,88194,3
7,17,0.05,4,1,0.016059377683967146,0.016059377683900027,238,18560,0
7,17,0.05,4,2,4.127809205556332e-13,5.607356086218004e-15,316,27679,0
7,18,0.05,2,1,1.922039194468539e-10,1.918628666089424e-10,178,15564,0
7,19,0.05,2,1,1.6362228009714208e-05,1.6362227474241893e-05,234,19147,0
7,20,0.05,2,1,3.657454805683358e-07,3.6574512147824797e-07,223,20289,0
7,21,0.05,2,1,6.0957905390068845e-12,4.110471979665914e-23,310,25420,0
7,22,0.05,2,1,1.2317267206185534e-09,1.2316490600983075e-09,135,12620,0
7,23,0.05,2,1,4.744034761772209e-05,4.7436473047603806e-05,310,22208,0
7,24,0.05,2,1,5.805461888996888e-09,5.805412239175967e-09,234,18379,0
