ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
4,0,5.0,16,2,0.34286984293158396,0.3428698428868696,78,1660,0
4,0,5.0,16,16,6.202455216097746e-11,1.232595164407831e-32,122,4284,0
4,1,5.0,16,2,0.3528851239660805,0.35288512357115154,104,2280,0
4,1,5.0,16,16,2.7073148281264725e-06,4.930380657631324e-32,150,5304,2
4,2,5.0,16,2,0.33766243875256885,0.33766237395097476,132,3909,2
4,2,5.0,16,16,8.192887433200458e-07,1.9259299443872359e-32,164,5916,2
4,3,5.0,16,2,0.3686867162932943,0.3686867123802797,81,1760,0
4,3,5.0,16,16,4.176659018639839e-13,3.0814879110195774e-33,266,10621,0
4,4,5.0,16,2,0.34075966948785263,0.34075966920128836,146,3828,0
4,4,5.0,16,16,0.00012203009910630169,0.0,140,5549,2
4,5,5.0,16,2,0.3616556031297541,0.36164935696979605,75,1981,2
4,5,5.0,16,16,8.939440609978533e-08,1.232595164407831e-32,291,12053,2
4,6,5.0,16,2,0.39419999294197355,0.39419999289595653,91,2040,0
4,6,5.0,16,16,0.00015270547357137954,3.0814879110195774e-33,230,9335,2
4,7,5.0,16,2,0.360099079934758,0.36009907974082717,66,1480,0
4,7,5.0,16,16,8.363000070232829e-07,1.232595164407831e-32,164,5814,2
4,8,5.0,16,2,0.4068393225616852,0.40671804712091075,133,3290,2
4,8,5.0,16,16,6.308882033456698e-08,1.232595164407831e-32,157,5712,2
4,9,5.0,16,2,0.36233178942771305,0.3623317894153016,175,4670,0
4,9,5.0,16,16,0.00010924515161520043,1.232595164407831e-32,113,4046,2
4,10,5.0,16,2,0.33848913550817916,0.3384891334163026,107,2820,0
4,10,5.0,16,16,4.478059220658359e-08,0.0,244,9721,2
4,11,5.0,16,2,0.3680004803003484,0.36800046997330443,67,1420,2
4,11,5.0,16,16,9.303488257561554e-10,3.0814879110195774e-33,260,9933,0
4,12,5.0,16,2,0.3272907095752265,0.32729070847192737,56,1240,0
4,12,5.0,16,16,0.00032338094152720154,1.232595164407831e-32,157,6098,2
4,13,5.0,16,2,0.3708795168317872,0.37087951370910904,76,1600,0
4,13,5.0,16,16,3.5336180051470656e-07,3.0814879110195774e-33,146,5134,2
4,14,5.0,16,2,0.3787432381619559,0.3787432366504274,123,3510,0
4,14,5.0,16,16,2.692652386301897e-05,3.0814879110195774e-33,193,7423,2
4,15,5.0,16,2,0.33531711666282815,0.33531711029747224,100,2120,0
4,15,5.0,16,16,7.903148413479499e-10,1.232595164407831e-32,171,6018,0
4,16,5.0,16,2,0.2658002632411042,0.2658002630830719,63,1360,0
4,16,5.0,16,16,1.3458103681474043e-07,1.9259299443872359e-32,138,4998,2
4,17,5.0,16,2,0.3343415296830344,0.3343415288212604,89,2336,0
4,17,5.0,16,16,1.7734747004283236e-10,4.930380657631324e-32,131,4726,0
4,18,5.0,16,2,0.28815987535225895,0.2881598751185612,58,1180,0
4,18,5.0,16,16,2.260346909643829e-10,0.0,242,9671,0
4,19,5.0,16,2,0.3681281027089736,0.3681280971731442,128,3312,0
4,19,5.0,16,16,4.451626983703605e-09,3.0814879110195774e-33,166,5814,0
4,20,5.0,16,2,0.3483829974086124,0.348382992482782,88,1940,0
4,20,5.0,16,16,0.00015431968262399898,1.232595164407831e-32,139,5100,2
4,21,5.0,16,2,0.2881049809362164,0.2881049800474596,88,2000,0
4,21,5.0,16,16,2.663449993889344e-08,1.232595164407831e-32,194,7527,2
4,22,5.0,16,2,0.3793779412213571,0.37937794018567683,75,1600,0
4,22,5.0,16,16,8.909692428282767e-11,0.0,146,5304,0
4,23,5.0,16,2,0.37040072541274666,0.37040072515017936,153,3975,0
4,23,5.0,16,16,1.3570886290587003e-05,0.0,109,3944,2
4,24,5.0,16,2,0.36566921754593573,0.3656692164247843,187,4624,0
4,24,5.0,16,16,0.0001118914975948293,1.232595164407831e-32,109,3774,2
