ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
4,0,-1,6,2,0.016602127529916078,0.01660212715977627,49,1220,0
4,0,-1,6,8,4.514372975683578e-05,1.070373172205787e-05,69,1846,2
4,1,-1,6,2,0.08219540821690619,0.08219540820943866,37,840,0
4,1,-1,6,8,6.207501179744668e-11,5.401800490869536e-11,85,2444,0
4,2,-1,4,2,0.00937763452412943,0.00937763451912604,52,1280,0
4,2,-1,4,4,0.0001230923745337842,0.00012309217067643733,129,3865,0
4,3,-1,4,2,0.1069616648872379,0.10696166444506369,69,1520,0
4,3,-1,4,4,6.924529725615969e-06,6.924179308196497e-06,61,1408,0
4,4,-1,4,2,0.01631244206320137,0.016312442021506,42,1060,0
4,4,-1,4,4,9.153064510802889e-05,9.153054029540031e-05,68,1584,0
4,5,-1,5,2,0.007534090842765018,0.0075340905940971484,81,2923,0
4,5,-1,5,8,0.00022826371724193883,3.833406473851179e-06,221,8405,2
4,6,-1,5,2,0.006584278106379182,0.006584277731187856,70,1893,0
4,6,-1,5,8,1.727251848482325e-05,1.723369536943751e-07,248,7696,2
4,7,-1,4,2,0.0009611575044979892,0.0009610921060449926,22,500,2
4,7,-1,4,4,2.9577105051803443e-06,2.9296165963744164e-06,154,4170,2
4,8,-1,4,2,0.003538597926022069,0.0035385978698466622,60,1460,0
4,8,-1,4,4,0.00041164398612858477,0.00017788967512089135,141,3278,2
4,9,-1,4,2,0.0020935201827469996,0.0020935201191493264,38,920,0
4,9,-1,4,4,2.1161792429502668e-08,2.106364844917288e-08,157,4859,0
4,10,-1,4,2,0.022297541958626654,0.022297541525719722,43,1000,0
4,10,-1,4,4,0.0001432018346133601,0.00014320078434348487,101,2354,0
4,11,-1,4,2,0.13096176020384254,0.13096175982766778,87,2442,0
4,11,-1,4,4,3.7087051207862487e-09,2.3395738344131317e-09,97,2578,0
4,12,-1,4,2,0.006594866974234392,0.006594866878588571,33,700,0
4,12,-1,4,4,4.558113124741858e-05,4.558046675609701e-05,89,2090,0
4,13,-1,5,2,0.060560046820072766,0.060560046764832114,41,920,0
4,13,-1,5,8,6.925191325946045e-07,6.925144280381866e-07,67,1898,0
4,14,-1,4,2,0.0014198600718861032,0.001419859858380115,39,940,0
4,14,-1,4,4,1.8370200749462384e-07,1.8185426055093664e-07,93,2156,0
4,15,-1,4,2,0.002461630261637815,0.002461629912380102,48,1100,0
4,15,-1,4,4,1.6185985884931142e-10,5.647748957317286e-11,94,2156,0
4,16,-1,3,2,0.0016558329385574222,0.0016558318290228879,71,1620,0
4,16,-1,3,4,2.6540831829402478e-05,2.65359056078339e-05,154,4143,0
4,17,-1,4,2,0.01166120874987242,0.011661208577964198,54,1160,0
4,17,-1,4,4,1.8837294799123327e-05,1.8837195076911004e-05,119,2794,0
4,18,-1,4,2,0.009509625285893941,0.009509620188616464,199,4830,0
4,18,-1,4,4,0.001871154761252658,4.71584254570904e-05,230,6813,2
4,19,-1,4,2,0.005670130215945202,0.005670129989079634,111,2580,0
4,19,-1,4,4,0.0004449056850188704,3.23400680962732e-05,189,5796,2
4,20,-1,4,2,0.05560394645986744,0.05560394590566778,28,700,0
4,20,-1,4,4,2.2775649407780207e-05,2.2769522879544565e-05,58,1320,0
4,21,-1,4,2,0.003117657660182127,0.00311765199735023,114,2660,0
4,21,-1,4,4,0.00011684795474442566,0.00011684765578609551,211,5236,0
4,22,-1,4,2,0.08868971785449886,0.0886897089444498,98,2220,0
4,22,-1,4,4,1.6134645223209176e-06,1.6132699912821481e-06,98,2577,0
4,23,-1,2,2,0.00019844897369081238,0.00019844794041554533,37,1020,0
4,23,-1,8,2,0.04794028216422297,0.0479402815739072,110,2500,0
4,24,-1,8,8,0.0001748386833758664,4.219506344355756e-05,229,6725,2
