ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
6,0,0.05,2,2,1.2917551031055297e-06,9.22313614731203e-07,250,13771,2
6,1,0.05,1,2,4.0088216746170247e-08,8.768525784690091e-15,128,8882,2
6,2,0.05,2,2,0.0001125423017100946,0.00011254125533535859,100,5076,0
6,3,0.05,1,2,7.343264218917511e-09,7.749398312460837e-15,45,2961,0
6,4,0.05,1,2,8.956467789644762e-09,3.293082003987805e-12,85,4277,0
6,5,0.05,2,2,1.2372275408623068e-06,1.8052240686116705e-15,84,4089,2
6,6,0.05,1,2,5.741340736165057e-11,1.1637668353665174e-27,73,3666,0
6,7,0.05,1,2,5.849038681726704e-05,7.234765696310098e-22,60,4089,2
6,8,0.05,2,2,3.6975182915455207e-09,2.356499933005738e-11,171,8648,0
6,9,0.05,2,2,5.356374011000753e-09,1.4497439040501058e-15,312,19654,0
6,10,0.05,2,2,2.2406005495412273e-08,2.2286623205519828e-08,125,7642,0
6,11,0.05,2,2,6.27420218002328e-08,3.214718494885054e-15,146,7896,2
6,12,0.05,2,2,9.673018608324924e-09,2.6481405619164186e-21,151,8646,0
6,13,0.05,1,2,4.333292621616636e-06,3.6880498417745724e-21,64,3619,2
6,14,0.05,2,2,0.08332124762247362,2.3275528889367226e-10,176,11517,2
6,15,0.05,2,2,9.811692458505661e-08,1.3587928927901681e-13,386,23945,2
6,16,0.05,1,2,1.755475191211886e-06,3.6902887484641526e-07,91,4982,2
6,17,0.05,2,2,0.07451905121099722,5.291665261449181e-16,78,4089,2
6,18,0.05,2,2,4.5961526051740975e-06,4.453753254685986e-06,137,9594,2
6,19,0.05,2,2,0.00014710728413613872,0.00014710699507415446,173,9118,0
6,20,0.05,1,2,3.211418908577457e-09,1.3098958844252402e-11,35,2679,0
6,21,0.05,1,2,5.778907397058219e-07,3.349519412478145e-07,97,7856,2
6,22,0.05,1,2,1.4649947921441253e-10,5.560138636431273e-13,45,2397,0
6,23,0.05,2,2,2.9996249772956673e-07,2.311884791957833e-20,149,8302,2
6,24,0.05,1,2,5.401737768395698e-05,1.1420159271758236e-08,43,2632,2
