ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,5.0,8,2,0.2894190121410752,0.28941901213993376,56,896,0
3,0,5.0,8,8,5.3897997176477475e-12,2.465190328815662e-32,69,1480,0
3,1,5.0,8,2,0.28079221899773404,0.2807922189618466,40,770,0
3,1,5.0,8,8,4.433958755711842e-11,6.162975822039155e-33,68,1500,0
3,2,5.0,8,2,0.23054356636902507,0.230543566228131,38,630,0
3,2,5.0,8,8,1.5145975473807027e-08,6.162975822039155e-33,136,3574,2
3,3,5.0,8,2,0.2684518738851816,0.26845187364713874,32,504,0
3,3,5.0,8,8,5.5595417158826876e-11,6.162975822039155e-33,81,1780,0
3,4,5.0,8,2,0.34196374749905467,0.3419637474952723,83,1576,0
3,4,5.0,8,8,8.91564599925232e-13,0.0,95,1980,0
3,5,5.0,8,2,0.20805377800303443,0.20805377799961403,26,476,0
3,5,5.0,8,8,6.434941468569377e-11,6.162975822039155e-33,82,1760,0
3,6,5.0,8,2,0.1783984455967616,0.17839844518694342,20,350,0
3,6,5.0,8,8,4.286904164985117e-12,6.162975822039155e-33,56,1180,0
3,7,5.0,8,2,0.2703487352725099,0.2703487319733122,28,420,0
3,7,5.0,8,8,2.1307955400118317e-12,1.3866695599588098e-32,84,1760,0
3,8,5.0,8,2,0.32089214503342756,0.3208921450218118,34,546,0
3,8,5.0,8,8,4.902764860759135e-10,0.0,79,1660,0
3,9,5.0,8,2,0.21198547089440212,0.21198547089223596,41,630,0
3,9,5.0,8,8,3.948674720533063e-11,2.465190328815662e-32,51,1080,0
3,10,5.0,8,2,0.2611326965672387,0.26113269654434035,28,434,0
3,10,5.0,8,8,3.5348723947947747e-11,6.162975822039155e-33,77,1720,0
3,11,5.0,8,2,0.2907726123034592,0.29077261222039297,28,504,0
3,11,5.0,8,8,8.617723201709282e-11,0.0,73,1580,0
3,12,5.0,8,2,0.31734300841900176,0.317343008365125,37,574,0
3,12,5.0,8,8,1.9062712519613e-10,2.465190328815662e-32,93,1980,0
3,13,5.0,8,2,0.2151949067995786,0.21519490645881395,22,392,0
3,13,5.0,8,8,4.776817830176583e-11,6.162975822039155e-33,82,1840,0
3,14,5.0,8,2,0.32705953227605844,0.327059531623308,32,574,0
3,14,5.0,8,8,5.4766469137490503e-11,2.465190328815662e-32,87,1900,0
3,15,5.0,8,2,0.2674824640676608,0.2674824640394946,35,518,0
3,15,5.0,8,8,1.0405648565026127e-10,2.465190328815662e-32,75,1680,0
3,16,5.0,8,2,0.30401922230287537,0.3040192222808431,54,854,0
3,16,5.0,8,8,9.83629844242273e-12,1.5407439555097887e-33,69,1480,0
3,17,5.0,8,2,0.2727456382268849,0.2727456382242449,30,532,0
3,17,5.0,8,8,1.5413448295475973e-11,0.0,64,1420,0
3,18,5.0,8,2,0.30230077823490276,0.3023007781678465,30,504,0
3,18,5.0,8,8,3.4560465600463885e-11,0.0,118,3006,0
3,19,5.0,8,2,0.2728984441023173,0.2728984439106694,32,490,0
3,19,5.0,8,8,4.091282868046164e-12,6.162975822039155e-33,81,1680,0
3,20,5.0,8,2,0.29234460331310874,0.2923446032753952,28,490,0
3,20,5.0,8,8,3.7415281983754767e-10,2.465190328815662e-32,68,1400,0
3,21,5.0,8,2,0.29841686368249276,0.29841686362767184,30,504,0
3,21,5.0,8,8,1.117039793996355e-11,0.0,81,1720,0
3,22,5.0,8,2,0.2632049236159561,0.26320492357466374,41,672,0
3,22,5.0,8,8,1.3938572518412684e-11,6.162975822039155e-33,72,1540,0
3,23,5.0,8,2,0.2809183443640648,0.28091834431275736,32,504,0
3,23,5.0,8,8,1.1518008768973687e-11,6.162975822039155e-33,95,1960,0
3,24,5.0,8,2,0.2683905048108535,0.2683905026785717,28,420,0
3,24,5.0,8,8,2.6089913562898914e-10,0.0,56,1340,0
