ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
1,0,-1,1,2,1.7386092565629951e-13,9.860761315262648e-32,10,95,0
1,0,-1,1,2,1.2149836692287863e-11,2.465190328815662e-32,7,45,0
1,1,-1,2,2,4.85855800036461e-12,0.0,9,70,0
1,1,-1,2,2,7.318590178329032e-13,9.860761315262648e-32,19,105,0
1,2,-1,1,2,6.517009154549669e-13,0.0,11,65,0
1,2,-1,1,2,1.1546319456101628e-13,6.162975822039155e-33,7,45,0
1,3,-1,2,2,2.9753977059954195e-14,9.860761315262648e-32,14,135,0
1,3,-1,2,2,3.756883693029067e-11,6.162975822039155e-33,14,85,0
1,4,-1,2,2,2.6645352591003757e-14,6.162975822039155e-33,13,120,0
1,4,-1,1,2,3.8680170177940454e-13,6.162975822039155e-33,7,70,0
1,5,-1,2,2,5.617728504603292e-14,2.465190328815662e-32,8,75,0
1,5,-1,1,2,3.4283687000424834e-12,2.465190328815662e-32,8,80,0
1,6,-1,2,2,1.0953904450161644e-11,1.5407439555097887e-31,7,70,0
1,6,-1,1,2,4.0190073491430667e-14,6.162975822039155e-33,11,70,0
1,7,-1,2,2,5.234035427292838e-12,6.162975822039155e-33,17,140,0
1,7,-1,2,2,1.5587531265737198e-13,2.465190328815662e-32,12,85,0
1,8,-1,2,2,4.3076653355456074e-14,9.860761315262648e-32,12,75,0
1,8,-1,2,2,8.434564158221747e-11,2.465190328815662e-32,17,110,0
1,9,-1,2,2,2.6423307986078726e-13,6.162975822039155e-33,12,75,0
1,9,-1,2,2,1.6275869541004795e-12,9.860761315262648e-32,15,115,0
1,10,-1,2,2,8.885558955284978e-12,2.465190328815662e-32,10,75,0
1,10,-1,2,2,3.703704010149522e-13,9.860761315262648e-32,12,100,0
1,11,-1,2,2,1.3793410857942945e-11,2.465190328815662e-32,12,70,0
1,11,-1,1,2,1.4979351092847537e-11,0.0,8,70,0
1,12,-1,2,2,8.326672684688674e-14,0.0,18,140,0
