ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
7,13,0.5,10,2,0.10851802082250672,0.10851801863126338,331,22652,0
7,13,0.5,10,16,0.004520260581573232,6.612307959118885e-05,558,44406,3
7,14,0.5,10,2,0.11339261498740583,0.11339259223055942,366,25734,3
7,14,0.5,10,16,4.3400570232166036e-05,7.98775476518525e-06,750,72802,3
7,15,0.5,4,2,0.03623443006213389,0.036234427789541244,283,20446,0
7,15,0.5,4,4,6.0226626543702366e-05,6.022592025728971e-05,842,55640,0
7,16,0.5,8,2,0.046978706279949156,0.04697870528007245,222,15160,0
7,16,0.5,8,8,0.0010253079006623533,0.0005571480773309331,633,48602,3
7,17,0.5,6,2,0.014435341281520131,0.0144353372187922,290,18378,0
7,17,0.5,6,8,0.00034010766687031513,1.1357843976899482e-05,711,56712,3
7,18,0.5,8,2,0.12070162488600522,0.12070162337276427,511,34534,0
7,18,0.5,8,8,0.00030402796232431584,4.79449012056704e-06,382,25158,3
7,19,0.5,6,2,0.026683643238833987,0.026683643205943883,344,22426,0
7,19,0.5,6,8,0.00010815018821974665,6.727976177099244e-05,852,66466,3
7,20,0.5,10,2,0.08293905175349225,0.08293905097536236,621,42304,1
7,20,0.5,10,16,0.0005421882100228315,1.9617057353200327e-06,835,77398,3
7,21,0.5,12,2,0.15227684841507083,0.1522768456488308,414,30088,1
7,21,0.5,12,16,0.00021953857266576726,1.2261075043828624e-05,554,40040,3
7,22,0.5,6,2,0.05658273376709522,0.05658260468657129,375,27424,3
7,22,0.5,6,8,1.4918845632982958e-05,1.2900851203516088e-06,349,22816,3
7,23,0.5,10,2,0.03876630096601541,0.03876629749848757,451,30340,0
7,23,0.5,10,16,0.00045334539703689725,2.6407065141373032e-05,1018,87772,3
7,24,0.5,14,2,0.15690330818221,0.15690330381770523,354,24668,0
7,24,0.5,14,16,0.0020496460550947226,0.0007102556675754276,906,74684,3
