ns,sidx,T,re,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
8,0,-1,4,2,0.16130718669263744,0.10417790292865522,565,54112,3
8,0,-1,4,4,0.07875959273307775,1.514783754088106e-16,394,30217,3
8,1,-1,2,2,5.603746555671307e-07,1.2645415453311476e-14,404,34598,3
8,1,-1,1,2,6.681523402329859e-06,5.444018778046556e-13,164,12610,3
8,2,-1,1,2,1.5237614833907287e-05,4.9879936145131175e-19,340,32672,3
8,2,-1,1,2,7.587991950330775e-07,2.303471075908125e-14,240,28423,3
8,3,-1,1,2,1.729792045823686e-06,1.246832995258614e-09,377,26520,3
8,3,-1,4,2,0.049627358508370745,0.04962735645422032,567,42883,0
8,4,-1,4,4,1.1381255804465695e-07,5.968184059974413e-11,822,72666,3
8,4,-1,2,2,8.169581122707825e-08,4.758212196608018e-08,1092,100007,3
8,5,-1,4,2,0.11701753949798321,0.11701671606169865,288,21856,3
8,5,-1,4,4,0.08783431552778143,3.049490067879202e-10,294,22900,3
8,6,-1,2,2,0.015313855714938818,7.237058218356801e-09,247,17810,3
8,6,-1,2,2,0.4427943804738047,3.820154272244804e-06,321,22620,3
8,7,-1,2,2,0.35942873809361775,5.7001717450763405e-09,317,27328,3
