ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,0.05,2,1,0.0,4.349463024618353e-26,18,582,0
3,1,0.05,2,1,1.3211653993039363e-14,1.3208876704533292e-14,27,810,0
3,2,0.05,2,1,1.1102230246251565e-16,7.562468211240586e-28,21,437,0
3,3,0.05,2,1,0.0,2.2803880192999233e-17,22,620,0
3,4,0.05,2,1,-1.1102230246251565e-16,5.152114552695423e-27,21,677,0
3,5,0.05,2,1,0.0,1.8930231008112556e-17,25,791,0
3,6,0.05,2,1,0.0,2.7884505506125453e-32,23,1228,0
3,7,0.05,2,1,1.778751590464367e-09,1.7787509878537967e-09,23,608,0
3,8,0.05,2,1,1.1102230246251565e-16,4.581057868402382e-24,25,570,0
3,9,0.05,2,1,1.1102230246251565e-16,2.9242686696905288e-27,21,695,0
3,10,0.05,2,1,0.0,1.109735906282879e-23,27,886,0
3,11,0.05,2,1,6.449885070480832e-11,6.449882402303956e-11,22,665,0
3,12,0.05,2,1,4.440892098500626e-16,5.1237173801333455e-34,23,1132,0
3,13,0.05,2,1,4.339861803259737e-13,4.340079369835329e-13,22,1572,0
3,14,0.05,2,1,-2.220446049250313e-16,7.297527149096093e-21,28,1361,0
3,15,0.05,2,1,1.5420997812043424e-13,1.542311779911531e-13,23,696,0
3,16,0.05,2,1,2.220446049250313e-16,2.3075486161150293e-33,23,696,0
3,17,0.05,2,1,2.220446049250313e-16,3.826411504346e-33,25,657,0
3,18,0.05,2,1,2.4620007144093847e-09,2.462000798357582e-09,20,924,0
3,19,0.05,2,1,0.0,5.334403474602944e-26,17,505,0
3,20,0.05,2,1,4.440892098500626e-16,1.0395692136860758e-31,23,771,0
3,21,0.05,2,1,1.1102230246251565e-16,3.586850735553848e-33,25,961,0
3,22,0.05,2,1,2.220446049250313e-16,2.802902387870417e-32,22,753,0
3,23,0.05,2,1,0.0,3.450348747409162e-34,31,962,0
3,24,0.05,2,1,1.1102230246251565e-16,1.655548589748752e-24,22,734,0
