ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
2,0,0.5,2,1,8.7274668247872e-07,8.72746682446136e-07,24,280,0
2,0,0.5,1,1,5.162084492682517e-05,5.162084491778546e-05,32,364,0
2,1,0.5,2,1,1.0686045657237742e-06,1.0686045637106574e-06,20,396,0
2,1,0.5,4,1,0.005406434635834012,0.005406434635833914,19,147,0
2,2,0.5,4,2,0.005406434635834234,0.0,18,230,0
2,2,0.5,3,1,0.00047370738124619116,0.00047370738124609104,20,154,0
2,3,0.5,3,2,9.992007221626409e-15,4.930380657631324e-32,30,502,0
2,3,0.5,2,1,4.425028152699184e-05,4.4250281526752145e-05,17,161,0
2,4,0.5,4,1,0.023021056442450893,0.023021056442451004,14,231,0
2,4,0.5,4,2,0.023021056442451227,0.0,16,460,0
2,5,0.5,4,1,0.022138235129700368,0.022138235129700264,32,252,0
2,5,0.5,4,2,0.0,4.930380657631324e-32,25,352,0
2,6,0.5,2,1,5.4514383527770605e-05,5.4514383526589e-05,16,345,0
2,6,0.5,2,1,2.762356499097507e-08,2.7623564655572005e-08,22,368,0
2,7,0.5,4,1,0.008335645990469986,0.008335645990469539,17,154,0
2,7,0.5,4,2,0.008335645990469764,1.232595164407831e-32,18,210,0
2,8,0.5,2,1,2.043942513485497e-05,2.04394251335044e-05,31,378,0
2,8,0.5,2,1,3.336999702407972e-05,3.336999702387797e-05,14,154,0
2,9,0.5,4,1,0.03456985132954693,0.03456985132954691,16,133,0
2,9,0.5,4,2,0.0,1.232595164407831e-32,16,302,0
2,10,0.5,1,1,3.687260682028182e-05,3.687260680434145e-05,36,591,0
2,10,0.5,3,1,0.0001966126687145131,0.00019661266871426921,14,119,0
2,11,0.5,3,2,0.00019661266871429106,0.0,19,562,0
2,11,0.5,3,1,0.0006087327498929263,0.0006087327498719695,28,308,0
2,12,0.5,3,2,4.440892098500626e-15,1.232595164407831e-32,39,872,0
2,12,0.5,2,1,0.0001313604261408141,0.00013136042614075475,14,126,0
2,13,0.5,2,1,1.5402346704718184e-06,1.5402346706527815e-06,22,252,0
2,13,0.5,1,1,9.44917049050531e-08,9.449170440846125e-08,32,515,0
2,14,0.5,2,1,5.451488820096273e-05,5.45148882009342e-05,26,294,0
2,14,0.5,2,1,7.659691610983899e-06,7.659691610920166e-06,19,182,0
2,15,0.5,4,1,0.012939369698448333,0.012939369698448479,19,245,0
2,15,0.5,4,2,2.220446049250313e-16,0.0,28,542,0
2,16,0.5,3,1,0.000402895282915372,0.000402895282914495,26,572,0
2,16,0.5,3,2,2.220446049250313e-15,4.930380657631324e-32,32,469,0
2,17,0.5,3,1,0.0004173201633366208,0.0004173201633364933,18,280,0
2,17,0.5,3,2,0.0004173201633361767,2.7733391199176196e-32,19,652,0
