ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,1.0,4,1,0.5371602403945975,0.4725997781497663,6,28,5
2,1.0,4,2,0.004359002611523666,0.0043590026115235105,9,65,0
2,1.0,4,3,0.0015542436536701842,0.0013534926457776106,14,90,5
2,1.0,4,4,7.0319305933708165e-12,0,14,105,0
