ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
5,0.25,2,1,0.5001445704230676,0.5001445704112033,29,1110,0
5,0.25,2,2,0.00014457046322513545,0.0001445704112037374,62,2584,0
5,0.25,2,3,8.496649411360302e-05,6.267953827632103e-05,110,5400,5
5,0.25,2,4,2.23801333204543e-05,2.1734101812612854e-05,116,5908,1
