ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,0.25,2,1,0.5000004039721611,0.5000004039655223,8,130,0
3,0.25,2,2,4.0398114498074733e-07,4.03965522716404e-07,18,322,0
3,0.25,2,3,1.7864887624785553e-07,1.346551778256786e-07,14,240,0
3,0.25,2,4,9.071042117447803e-08,0,20,352,0
