ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
5,0.25,2,1,0.5003423765741342,0.5003423765378892,26,1147,0
5,0.25,2,2,0.00034237699162009694,0.0003423765378899919,74,3078,0
5,0.25,2,3,0.000275053460121244,0.00011413874905757585,91,4485,5
5,0.25,2,4,2.6125486107808626e-08,1.9854641368992694e-08,152,6480,0
