ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
3,0.25,2,1,0.5000967725042146,0.5000967724518199,6,104,0
3,0.25,2,2,9.67724552152216e-05,9.677245182078275e-05,19,308,0
3,0.25,2,3,3.2257540758973136e-05,3.225748494015348e-05,49,825,0
3,0.25,2,4,1.213296130231356e-11,0,60,1072,0
