ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
4,0.25,2,1,0.003352165229651316,0.00335216520489781,13,380,0
4,0.25,2,2,2.4359108807825436e-06,2.435841226508385e-06,78,1880,0
4,0.25,2,3,2.410442461631135e-05,0,67,1680,5
4,0.25,2,4,1.1752765789463382e-06,0,92,2420,5
