ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,0.25,2,1,0.4708740843460384,0.47087408434182854,3,35,1
2,0.25,2,2,5.068008235298294e-10,0,9,55,0
2,0.25,2,3,1.9323187494535432e-10,0,13,90,0
2,0.25,2,4,3.7978509226377355e-12,0,17,133,0
