ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
10,1.0,14,1,0.6471183841121575,0.647113090271658,239,35496,0
10,1.0,14,2,0.23964709773406245,0.23964322399230115,349,51375,0
10,1.0,14,3,0.10381998306493512,0.10381993523251556,459,65688,0
10,1.0,14,4,0.058481515650294746,0.05848100750710654,596,85068,0
