ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,0.25,2,1,0.00022023941251325674,0.00022023941226018292,4,35,1
2,0.25,2,2,2.7599211804840706e-10,0,23,140,0
2,0.25,2,3,2.4420820921022823e-10,0,28,174,0
2,0.25,2,4,1.5356604876615165e-11,0,27,238,0
