ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
7,0.25,2,1,0.5000144199167396,0.5000144196913395,60,5548,0
7,0.25,2,2,1.442011521890496e-05,1.4419691339649752e-05,99,7992,0
7,0.25,2,3,1.0939797770337378e-05,7.210000050248358e-06,97,8700,0
7,0.25,2,4,4.509943775654612e-06,3.6051544055476507e-06,136,11476,0
