ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
5,1.0,8,1,0.6396144387977043,0.6396144379246267,38,1665,0
5,1.0,8,2,0.13961443794919026,0.13961443792462686,64,2584,0
5,1.0,8,3,0.05979848145241867,0.05979848105743003,86,3627,0
5,1.0,8,4,0.019890502784576047,0.0198905026238317,82,3440,0
