ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
6,1.0,11,1,0.6086541104993793,0.6086541092122187,152,8254,1
6,1.0,11,2,0.1916770750604465,0.1916770730308348,161,8319,0
6,1.0,11,3,0.05408251173209422,0.05408250294932296,288,15750,1
6,1.0,11,4,0.009804270765140732,0.009803762736400982,137,6958,0
