ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
6,0.25,4,1,0.30873822244534943,0.3087382222160516,52,2484,0
6,0.25,4,2,0.03995071227477742,0.03995071202952064,150,7661,0
6,0.25,4,3,0.005652376515683066,0.0056523764676176536,223,11232,0
6,0.25,4,4,2.0063447070395313e-07,1.999312781524677e-07,242,15042,1
