ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
6,1.0,18,1,0.7639869801550478,0.7639869781929538,141,8287,1
6,1.0,18,2,0.26575738982920144,0.26575732241495265,248,12690,0
6,1.0,18,3,0.10930148219677138,0.10930138724981803,356,20160,1
6,1.0,18,4,0.15337256007258956,0.03185057233181166,250,13926,5
