ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,0.25,1,1,4.480818753815896e-07,4.480818007566363e-07,4,20,0
2,0.25,1,2,2.215852248355077e-07,0,8,45,0
2,0.25,1,3,8.423038555527285e-08,0,8,66,0
2,0.25,1,4,6.44341711097951e-08,0,11,91,0
