ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,0.25,2,1,0.009999520826135422,0.009999520826135064,4,20,0
2,0.25,2,2,3.3629765638920617e-11,0,12,85,0
2,0.25,2,3,1.557487472325647e-11,0,15,120,0
2,0.25,2,4,3.108624468950438e-14,0,21,168,0
