ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
4,1.0,8,1,0.6904195455021234,0.6904195454025608,25,589,0
4,1.0,8,2,0.21500879207776968,0.21500868770097314,134,3060,0
4,1.0,8,3,0.06754434467215242,0.06754274284303963,67,1449,5
4,1.0,8,4,0.00330616321591376,0.0033061632057848856,95,2222,0
