ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
8,0.25,3,1,0.019110703856802358,0.019110703280881543,95,10115,0
8,0.25,3,2,0.004790789528616557,0.004790788493598448,510,46354,0
8,0.25,3,3,1.7484235455000885e-05,1.748356450408702e-05,977,89871,0
8,0.25,3,4,3.7395117780114617e-07,2.9383688814801083e-07,1160,113895,1
